,molecule_chembl_id,SMILES,pIC50,ROMol,maccs,morgan,tanimoto_maccs,dice_maccs,tanimoto_morgan,dice_morgan
4238,CHEMBL4099682,COc1ccc(Nc2nc(C)nc3c(Cc4ccccc4)cn(C)c23)cc1.Cl,8.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x0000026166861380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691C820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F998BA0>,0.5588235294117647,0.7169811320754716,0.18681318681318682,0.3148148148148148
4239,CHEMBL4099713,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1,8.0,<rdkit.Chem.rdchem.Mol object at 0x00000261668613F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691C890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F998C80>,0.4864864864864865,0.6545454545454545,0.09615384615384616,0.17543859649122806
4240,CHEMBL4100075,Cc1nc(C)c(/C=C2\CC(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)nc1C,5.958607314841776,<rdkit.Chem.rdchem.Mol object at 0x0000026166861460>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691C900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F998D60>,0.3088235294117647,0.47191011235955055,0.060240963855421686,0.11363636363636363
4241,CHEMBL4100647,CC1(C)OOC2(CCC(C(=O)Nc3ccc4ncnc(Nc5cccc(Cl)c5)c4c3)CC2)OO1,7.942333896090171,<rdkit.Chem.rdchem.Mol object at 0x00000261668614D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691C970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F998E40>,0.5131578947368421,0.6782608695652174,0.3,0.46153846153846156
4242,CHEMBL4101193,CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3cnc(SC)[nH]3)ccn2)c1,6.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x0000026166861540>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691C9E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F998F20>,0.45,0.6206896551724138,0.19387755102040816,0.3247863247863248
4243,CHEMBL4101774,O=S(=O)(Nc1nccs1)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,7.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x00000261668615B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691CA50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F999000>,0.3258426966292135,0.4915254237288136,0.2079207920792079,0.3442622950819672
4244,CHEMBL4102214,c1ccc(C(c2ccccc2)c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,4.346787486224657,<rdkit.Chem.rdchem.Mol object at 0x0000026166861620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691CAC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F9990E0>,0.35714285714285715,0.5263157894736842,0.08791208791208792,0.16161616161616163
4245,CHEMBL4102284,Cc1nc(C)c(/C=C2\CN(C(C)C)C/C(=C\c3nc(C)c(C)nc3C)C2=NO)nc1C,5.408935392973501,<rdkit.Chem.rdchem.Mol object at 0x0000026166861690>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691CB30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F9991C0>,0.3717948717948718,0.5420560747663551,0.06818181818181818,0.1276595744680851
4246,CHEMBL4102288,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCOCC5)c(C)c4)nc32)C1,6.20342566678957,<rdkit.Chem.rdchem.Mol object at 0x0000026166861700>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691CBA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F9992A0>,0.7532467532467533,0.8592592592592593,0.2413793103448276,0.3888888888888889
4247,CHEMBL4102455,S=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Nc1ccccc1Cl,7.801342913045578,<rdkit.Chem.rdchem.Mol object at 0x0000026166861770>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691CC10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F999380>,0.4117647058823529,0.5833333333333334,0.27586206896551724,0.43243243243243246
4248,CHEMBL410253,Cc1cccc(Nc2ncnc3ccncc23)c1NCCCN1CCN(C)CC1,8.250031916490597,<rdkit.Chem.rdchem.Mol object at 0x00000261668617E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691CC80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F999460>,0.5633802816901409,0.7207207207207207,0.2777777777777778,0.43478260869565216
4249,CHEMBL4102577,CCC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,8.167491087293763,<rdkit.Chem.rdchem.Mol object at 0x0000026166861850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691CCF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F999540>,0.4050632911392405,0.5765765765765766,0.14423076923076922,0.25210084033613445
4250,CHEMBL4102822,Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)C4CCCCC4)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,7.603800652904264,<rdkit.Chem.rdchem.Mol object at 0x00000261668618C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691CD60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F999620>,0.631578947368421,0.7741935483870968,0.17094017094017094,0.291970802919708
4251,CHEMBL4102886,C#Cc1cccc(Nc2ncnc3cc(OCCCN4C[C@H](O)[C@@H](O)[C@H](O)[C@H]4CO)c(OC)cc23)c1,8.312471038785366,<rdkit.Chem.rdchem.Mol object at 0x0000026166861930>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691CDD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F999700>,0.7605633802816901,0.864,0.43820224719101125,0.609375
4252,CHEMBL4102942,Clc1ccc(-c2nnc(Cc3nc4ccc(Cl)cc4[nH]3)o2)c(Cl)c1,4.34582345812204,<rdkit.Chem.rdchem.Mol object at 0x00000261668619A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691CE40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F9997E0>,0.43661971830985913,0.6078431372549019,0.13333333333333333,0.23529411764705882
